"OCCUPANCY_DATE","PROGRAM_MODEL","CAPACITY_TYPE","OCCUPANCY_RATE_ROOMS","OCCUPANCY_RATE_BEDS","month"
2023-02-08,"Emergency","Room Based Capacity",95.59,NA,2023-02-01
2023-02-08,"Transitional","Bed Based Capacity",NA,95.65,2023-02-01
2023-02-08,"Emergency","Room Based Capacity",88.89,NA,2023-02-01
2023-02-08,"Emergency","Bed Based Capacity",NA,98.39,2023-02-01
2023-02-08,"Emergency","Bed Based Capacity",NA,96.08,2023-02-01
2023-02-08,"Emergency","Bed Based Capacity",NA,98.77,2023-02-01
2023-02-08,"Transitional","Bed Based Capacity",NA,90,2023-02-01
2023-02-08,"Emergency","Room Based Capacity",92.19,NA,2023-02-01
2023-02-08,"Emergency","Bed Based Capacity",NA,98.72,2023-02-01
2023-02-08,"Transitional","Bed Based Capacity",NA,89.29,2023-02-01
2023-02-08,"Emergency","Room Based Capacity",89.26,NA,2023-02-01
2023-02-08,"Transitional","Bed Based Capacity",NA,98,2023-02-01
2023-02-08,"Transitional","Bed Based Capacity",NA,80,2023-02-01
2023-02-08,"Transitional","Bed Based Capacity",NA,96,2023-02-01
2023-02-08,"Emergency","Bed Based Capacity",NA,96.15,2023-02-01
2023-02-08,"Emergency","Bed Based Capacity",NA,94.12,2023-02-01
2023-02-08,"Emergency","Bed Based Capacity",NA,83.33,2023-02-01
2023-02-08,"Emergency","Bed Based Capacity",NA,98.21,2023-02-01
2023-02-08,"Transitional","Room Based Capacity",100,NA,2023-02-01
2023-02-08,"Emergency","Room Based Capacity",99.69,NA,2023-02-01
2023-02-08,"Emergency","Bed Based Capacity",NA,99,2023-02-01
2023-02-08,"Emergency","Bed Based Capacity",NA,96.67,2023-02-01
2023-02-08,"Transitional","Bed Based Capacity",NA,88.24,2023-02-01
2023-02-08,"Emergency","Bed Based Capacity",NA,45.45,2023-02-01
2023-02-08,"Emergency","Room Based Capacity",85.71,NA,2023-02-01
2023-02-08,"Transitional","Room Based Capacity",96.1,NA,2023-02-01
2023-02-08,"Emergency","Bed Based Capacity",NA,98.67,2023-02-01
2023-02-08,"Transitional","Bed Based Capacity",NA,89.47,2023-02-01
2023-02-09,"Emergency","Room Based Capacity",100,NA,2023-02-01
2023-02-09,"Emergency","Bed Based Capacity",NA,100,2023-02-01
2023-02-09,"Emergency","Bed Based Capacity",NA,97.44,2023-02-01
2023-02-09,"Emergency","Room Based Capacity",98.44,NA,2023-02-01
2023-02-09,"Emergency","Room Based Capacity",83.33,NA,2023-02-01
2023-02-09,"Emergency","Room Based Capacity",97.56,NA,2023-02-01
2023-02-09,"Transitional","Bed Based Capacity",NA,88.89,2023-02-01
2023-02-09,"Emergency","Room Based Capacity",88.89,NA,2023-02-01
2023-02-09,"Transitional","Bed Based Capacity",NA,68.63,2023-02-01
2023-02-09,"Emergency","Room Based Capacity",97.06,NA,2023-02-01
2023-02-09,"Transitional","Bed Based Capacity",NA,93.48,2023-02-01
2023-02-09,"Emergency","Room Based Capacity",100.89,NA,2023-02-01
2023-02-09,"Transitional","Bed Based Capacity",NA,100,2023-02-01
2023-02-09,"Emergency","Bed Based Capacity",NA,98.04,2023-02-01
2023-02-09,"Transitional","Bed Based Capacity",NA,95.45,2023-02-01
2023-02-09,"Transitional","Bed Based Capacity",NA,93.33,2023-02-01
2023-02-09,"Emergency","Room Based Capacity",92.19,NA,2023-02-01
2023-02-09,"Emergency","Bed Based Capacity",NA,85.71,2023-02-01
2023-02-09,"Transitional","Bed Based Capacity",NA,89.29,2023-02-01
2023-02-09,"Emergency","Room Based Capacity",89.86,NA,2023-02-01
2023-02-09,"Transitional","Bed Based Capacity",NA,98,2023-02-01
2023-02-09,"Transitional","Bed Based Capacity",NA,80,2023-02-01
2023-02-09,"Transitional","Bed Based Capacity",NA,97.22,2023-02-01
2023-02-09,"Transitional","Bed Based Capacity",NA,96,2023-02-01
2023-02-09,"Emergency","Bed Based Capacity",NA,98.08,2023-02-01
2023-02-09,"Emergency","Bed Based Capacity",NA,98.48,2023-02-01
2023-02-09,"Emergency","Bed Based Capacity",NA,75,2023-02-01
2023-02-09,"Emergency","Bed Based Capacity",NA,83.33,2023-02-01
2023-02-09,"Transitional","Bed Based Capacity",NA,92,2023-02-01
2023-02-09,"Emergency","Bed Based Capacity",NA,97.56,2023-02-01
2023-02-09,"Emergency","Bed Based Capacity",NA,99.11,2023-02-01
2023-02-09,"Emergency","Bed Based Capacity",NA,96.43,2023-02-01
2023-02-09,"Emergency","Bed Based Capacity",NA,98.68,2023-02-01
2023-02-09,"Transitional","Room Based Capacity",100,NA,2023-02-01
2023-02-09,"Emergency","Bed Based Capacity",NA,96.83,2023-02-01
2023-02-09,"Transitional","Bed Based Capacity",NA,88.24,2023-02-01
2023-02-09,"Emergency","Bed Based Capacity",NA,36.36,2023-02-01
2023-02-09,"Emergency","Room Based Capacity",85.71,NA,2023-02-01
2023-02-09,"Transitional","Room Based Capacity",96.1,NA,2023-02-01
2023-02-09,"Transitional","Bed Based Capacity",NA,89.47,2023-02-01
2023-02-10,"Emergency","Room Based Capacity",100,NA,2023-02-01
2023-02-10,"Emergency","Bed Based Capacity",NA,100,2023-02-01
2023-02-10,"Emergency","Room Based Capacity",96.88,NA,2023-02-01
2023-02-10,"Emergency","Room Based Capacity",91.67,NA,2023-02-01
2023-02-10,"Emergency","Room Based Capacity",96.34,NA,2023-02-01
2023-02-10,"Transitional","Bed Based Capacity",NA,88.89,2023-02-01
2023-02-10,"Emergency","Room Based Capacity",94.74,NA,2023-02-01
2023-02-10,"Transitional","Bed Based Capacity",NA,72.55,2023-02-01
2023-02-10,"Emergency","Room Based Capacity",94.12,NA,2023-02-01
2023-02-10,"Transitional","Bed Based Capacity",NA,93.48,2023-02-01
2023-02-10,"Emergency","Room Based Capacity",100.89,NA,2023-02-01
2023-02-10,"Transitional","Bed Based Capacity",NA,100,2023-02-01
2023-02-10,"Emergency","Bed Based Capacity",NA,98.04,2023-02-01
2023-02-10,"Emergency","Bed Based Capacity",NA,97.53,2023-02-01
2023-02-10,"Transitional","Bed Based Capacity",NA,95.45,2023-02-01
2023-02-10,"Transitional","Bed Based Capacity",NA,93.33,2023-02-01
2023-02-10,"Emergency","Room Based Capacity",95.31,NA,2023-02-01
2023-02-10,"Transitional","Bed Based Capacity",NA,89.29,2023-02-01
2023-02-10,"Emergency","Bed Based Capacity",NA,98.31,2023-02-01
2023-02-10,"Emergency","Room Based Capacity",92.41,NA,2023-02-01
2023-02-10,"Transitional","Bed Based Capacity",NA,98,2023-02-01
2023-02-10,"Transitional","Bed Based Capacity",NA,80,2023-02-01
2023-02-10,"Transitional","Bed Based Capacity",NA,96,2023-02-01
2023-02-10,"Emergency","Bed Based Capacity",NA,98.08,2023-02-01
2023-02-10,"Emergency","Bed Based Capacity",NA,83.33,2023-02-01
2023-02-10,"Transitional","Bed Based Capacity",NA,92,2023-02-01
2023-02-10,"Emergency","Room Based Capacity",97.73,NA,2023-02-01
2023-02-10,"Emergency","Bed Based Capacity",NA,98.2,2023-02-01
2023-02-10,"Emergency","Bed Based Capacity",NA,98.68,2023-02-01
2023-02-10,"Transitional","Room Based Capacity",100,NA,2023-02-01
2023-02-10,"Emergency","Bed Based Capacity",NA,99,2023-02-01
2023-02-10,"Emergency","Bed Based Capacity",NA,98.46,2023-02-01
2023-02-10,"Transitional","Bed Based Capacity",NA,88.24,2023-02-01
2023-02-10,"Emergency","Bed Based Capacity",NA,45.45,2023-02-01
2023-02-10,"Emergency","Room Based Capacity",85.71,NA,2023-02-01
2023-02-10,"Transitional","Room Based Capacity",97.4,NA,2023-02-01
2023-02-10,"Emergency","Bed Based Capacity",NA,97.83,2023-02-01
2023-02-10,"Emergency","Bed Based Capacity",NA,96.3,2023-02-01
2023-02-10,"Transitional","Bed Based Capacity",NA,92.86,2023-02-01
2023-02-10,"Transitional","Bed Based Capacity",NA,92.11,2023-02-01
2023-02-11,"Emergency","Room Based Capacity",100,NA,2023-02-01
2023-02-11,"Emergency","Bed Based Capacity",NA,100,2023-02-01
2023-02-11,"Emergency","Room Based Capacity",98.44,NA,2023-02-01
2023-02-11,"Emergency","Room Based Capacity",93.9,NA,2023-02-01
2023-02-11,"Transitional","Bed Based Capacity",NA,88.89,2023-02-01
2023-02-11,"Transitional","Bed Based Capacity",NA,74.51,2023-02-01
2023-02-11,"Emergency","Room Based Capacity",94.2,NA,2023-02-01
2023-02-11,"Transitional","Bed Based Capacity",NA,93.48,2023-02-01
2023-02-11,"Emergency","Room Based Capacity",100.89,NA,2023-02-01
2023-02-11,"Transitional","Bed Based Capacity",NA,100,2023-02-01
2023-02-11,"Emergency","Bed Based Capacity",NA,98.04,2023-02-01
2023-02-11,"Transitional","Bed Based Capacity",NA,95.45,2023-02-01
2023-02-11,"Transitional","Bed Based Capacity",NA,93.33,2023-02-01
2023-02-11,"Emergency","Room Based Capacity",93.75,NA,2023-02-01
2023-02-11,"Transitional","Bed Based Capacity",NA,89.29,2023-02-01
2023-02-11,"Emergency","Room Based Capacity",92.41,NA,2023-02-01
2023-02-11,"Emergency","Room Based Capacity",90,NA,2023-02-01
2023-02-11,"Transitional","Bed Based Capacity",NA,98,2023-02-01
2023-02-11,"Emergency","Room Based Capacity",97.56,NA,2023-02-01
2023-02-11,"Transitional","Bed Based Capacity",NA,80,2023-02-01
2023-02-11,"Transitional","Bed Based Capacity",NA,96,2023-02-01
2023-02-11,"Emergency","Bed Based Capacity",NA,83.33,2023-02-01
2023-02-11,"Transitional","Bed Based Capacity",NA,92,2023-02-01
2023-02-11,"Emergency","Bed Based Capacity",NA,98.33,2023-02-01
2023-02-11,"Emergency","Bed Based Capacity",NA,98.68,2023-02-01
2023-02-11,"Transitional","Room Based Capacity",100,NA,2023-02-01
2023-02-11,"Emergency","Bed Based Capacity",NA,99,2023-02-01
2023-02-11,"Transitional","Bed Based Capacity",NA,88.24,2023-02-01
2023-02-11,"Emergency","Bed Based Capacity",NA,45.45,2023-02-01
2023-02-11,"Emergency","Room Based Capacity",85.71,NA,2023-02-01
2023-02-11,"Transitional","Room Based Capacity",98.7,NA,2023-02-01
2023-02-11,"Transitional","Bed Based Capacity",NA,92.86,2023-02-01
2023-02-11,"Transitional","Bed Based Capacity",NA,92.11,2023-02-01
2023-02-12,"Emergency","Room Based Capacity",100,NA,2023-02-01
2023-02-12,"Emergency","Bed Based Capacity",NA,100,2023-02-01
2023-02-12,"Emergency","Bed Based Capacity",NA,97.44,2023-02-01
2023-02-12,"Emergency","Room Based Capacity",95.12,NA,2023-02-01
2023-02-12,"Transitional","Bed Based Capacity",NA,88.89,2023-02-01
2023-02-12,"Transitional","Bed Based Capacity",NA,72.55,2023-02-01
2023-02-12,"Emergency","Room Based Capacity",92.75,NA,2023-02-01
2023-02-12,"Transitional","Bed Based Capacity",NA,93.48,2023-02-01
2023-02-12,"Emergency","Room Based Capacity",100.88,NA,2023-02-01
2023-02-12,"Transitional","Bed Based Capacity",NA,100,2023-02-01
2023-02-12,"Emergency","Bed Based Capacity",NA,98.04,2023-02-01
2023-02-12,"Transitional","Bed Based Capacity",NA,95.45,2023-02-01
2023-02-12,"Transitional","Bed Based Capacity",NA,96.67,2023-02-01
2023-02-12,"Emergency","Room Based Capacity",92.19,NA,2023-02-01
2023-02-12,"Emergency","Bed Based Capacity",NA,98.7,2023-02-01
2023-02-12,"Emergency","Bed Based Capacity",NA,98.39,2023-02-01
2023-02-12,"Transitional","Bed Based Capacity",NA,89.29,2023-02-01
2023-02-12,"Emergency","Room Based Capacity",92.41,NA,2023-02-01
2023-02-12,"Emergency","Room Based Capacity",90,NA,2023-02-01
2023-02-12,"Transitional","Bed Based Capacity",NA,98,2023-02-01
2023-02-12,"Transitional","Bed Based Capacity",NA,80,2023-02-01
2023-02-12,"Transitional","Bed Based Capacity",NA,96,2023-02-01
2023-02-12,"Emergency","Bed Based Capacity",NA,83.33,2023-02-01
2023-02-12,"Transitional","Bed Based Capacity",NA,88,2023-02-01
2023-02-12,"Emergency","Bed Based Capacity",NA,99.1,2023-02-01
2023-02-12,"Transitional","Room Based Capacity",100,NA,2023-02-01
2023-02-12,"Emergency","Bed Based Capacity",NA,98.59,2023-02-01
2023-02-12,"Emergency","Bed Based Capacity",NA,96.67,2023-02-01
2023-02-12,"Transitional","Bed Based Capacity",NA,88.24,2023-02-01
2023-02-12,"Emergency","Bed Based Capacity",NA,45.45,2023-02-01
2023-02-12,"Emergency","Room Based Capacity",85.71,NA,2023-02-01
2023-02-12,"Emergency","Bed Based Capacity",NA,96.88,2023-02-01
2023-02-12,"Transitional","Room Based Capacity",98.7,NA,2023-02-01
2023-02-12,"Emergency","Room Based Capacity",96.15,NA,2023-02-01
2023-02-12,"Emergency","Bed Based Capacity",NA,95.24,2023-02-01
2023-02-12,"Emergency","Bed Based Capacity",NA,95.65,2023-02-01
2023-02-12,"Transitional","Bed Based Capacity",NA,92.86,2023-02-01
2023-02-12,"Transitional","Bed Based Capacity",NA,92.11,2023-02-01
2023-02-13,"Emergency","Room Based Capacity",100,NA,2023-02-01
2023-02-13,"Emergency","Bed Based Capacity",NA,100,2023-02-01
2023-02-13,"Emergency","Bed Based Capacity",NA,97.44,2023-02-01
2023-02-13,"Emergency","Room Based Capacity",98.44,NA,2023-02-01
2023-02-13,"Transitional","Bed Based Capacity",NA,88.89,2023-02-01
2023-02-13,"Transitional","Bed Based Capacity",NA,72.55,2023-02-01
2023-02-13,"Emergency","Room Based Capacity",92.75,NA,2023-02-01
2023-02-13,"Transitional","Bed Based Capacity",NA,93.48,2023-02-01
2023-02-13,"Emergency","Room Based Capacity",100.89,NA,2023-02-01
2023-02-13,"Transitional","Bed Based Capacity",NA,100,2023-02-01
2023-02-13,"Emergency","Bed Based Capacity",NA,98.04,2023-02-01
2023-02-13,"Transitional","Bed Based Capacity",NA,95.45,2023-02-01
2023-02-13,"Transitional","Bed Based Capacity",NA,96.67,2023-02-01
2023-02-13,"Emergency","Room Based Capacity",85.94,NA,2023-02-01
2023-02-13,"Emergency","Bed Based Capacity",NA,98.39,2023-02-01
2023-02-13,"Transitional","Bed Based Capacity",NA,92.86,2023-02-01
2023-02-13,"Emergency","Room Based Capacity",91.78,NA,2023-02-01
2023-02-13,"Emergency","Room Based Capacity",80,NA,2023-02-01
2023-02-13,"Transitional","Bed Based Capacity",NA,98,2023-02-01
2023-02-13,"Transitional","Bed Based Capacity",NA,80,2023-02-01
2023-02-13,"Transitional","Bed Based Capacity",NA,96,2023-02-01
2023-02-13,"Emergency","Bed Based Capacity",NA,98.08,2023-02-01
2023-02-13,"Emergency","Bed Based Capacity",NA,83.33,2023-02-01
2023-02-13,"Emergency","Bed Based Capacity",NA,95.54,2023-02-01
2023-02-13,"Transitional","Room Based Capacity",100,NA,2023-02-01
2023-02-13,"Transitional","Bed Based Capacity",NA,88.24,2023-02-01
2023-02-13,"Emergency","Bed Based Capacity",NA,45.45,2023-02-01
2023-02-13,"Emergency","Room Based Capacity",85.71,NA,2023-02-01
2023-02-13,"Transitional","Room Based Capacity",98.7,NA,2023-02-01
2023-02-13,"Emergency","Room Based Capacity",96.15,NA,2023-02-01
2023-02-13,"Transitional","Bed Based Capacity",NA,94.74,2023-02-01
2023-02-14,"Emergency","Room Based Capacity",100,NA,2023-02-01
2023-02-14,"Emergency","Bed Based Capacity",NA,100,2023-02-01
2023-02-14,"Emergency","Bed Based Capacity",NA,97.44,2023-02-01
2023-02-14,"Emergency","Room Based Capacity",93.33,NA,2023-02-01
2023-02-14,"Emergency","Room Based Capacity",98.46,NA,2023-02-01
2023-02-14,"Emergency","Room Based Capacity",91.67,NA,2023-02-01
2023-02-14,"Transitional","Bed Based Capacity",NA,88.89,2023-02-01
2023-02-14,"Transitional","Bed Based Capacity",NA,72.55,2023-02-01
2023-02-14,"Emergency","Room Based Capacity",92.75,NA,2023-02-01
2023-02-14,"Transitional","Bed Based Capacity",NA,93.48,2023-02-01
2023-02-14,"Emergency","Room Based Capacity",100.89,NA,2023-02-01
2023-02-14,"Transitional","Bed Based Capacity",NA,97.85,2023-02-01
2023-02-14,"Emergency","Bed Based Capacity",NA,98.04,2023-02-01
2023-02-14,"Transitional","Bed Based Capacity",NA,95.45,2023-02-01
2023-02-14,"Transitional","Bed Based Capacity",NA,100,2023-02-01
2023-02-14,"Emergency","Room Based Capacity",90.63,NA,2023-02-01
2023-02-14,"Emergency","Bed Based Capacity",NA,98.39,2023-02-01
2023-02-14,"Transitional","Bed Based Capacity",NA,96.43,2023-02-01
2023-02-14,"Emergency","Room Based Capacity",91.78,NA,2023-02-01
2023-02-14,"Emergency","Room Based Capacity",75,NA,2023-02-01
2023-02-14,"Transitional","Bed Based Capacity",NA,96,2023-02-01
2023-02-14,"Transitional","Bed Based Capacity",NA,80,2023-02-01
2023-02-14,"Emergency","Bed Based Capacity",NA,83.33,2023-02-01
2023-02-14,"Transitional","Bed Based Capacity",NA,92,2023-02-01
2023-02-14,"Emergency","Bed Based Capacity",NA,97.5,2023-02-01
2023-02-14,"Emergency","Bed Based Capacity",NA,91.96,2023-02-01
2023-02-14,"Transitional","Room Based Capacity",100,NA,2023-02-01
2023-02-14,"Transitional","Bed Based Capacity",NA,88.24,2023-02-01
2023-02-14,"Emergency","Bed Based Capacity",NA,45.45,2023-02-01
2023-02-14,"Emergency","Room Based Capacity",85.71,NA,2023-02-01
2023-02-14,"Emergency","Bed Based Capacity",NA,98.67,2023-02-01
2023-02-14,"Emergency","Room Based Capacity",97.14,NA,2023-02-01
2023-02-14,"Transitional","Bed Based Capacity",NA,92.86,2023-02-01
2023-02-15,"Emergency","Room Based Capacity",100,NA,2023-02-01
2023-02-15,"Emergency","Bed Based Capacity",NA,100,2023-02-01
2023-02-15,"Emergency","Room Based Capacity",98.46,NA,2023-02-01
2023-02-15,"Emergency","Room Based Capacity",91.67,NA,2023-02-01
2023-02-15,"Emergency","Room Based Capacity",98.8,NA,2023-02-01
2023-02-15,"Transitional","Bed Based Capacity",NA,88.89,2023-02-01
2023-02-15,"Emergency","Room Based Capacity",99.03,NA,2023-02-01
2023-02-15,"Emergency","Room Based Capacity",97.06,NA,2023-02-01
2023-02-15,"Transitional","Bed Based Capacity",NA,72.55,2023-02-01
2023-02-15,"Emergency","Room Based Capacity",94.2,NA,2023-02-01
2023-02-15,"Transitional","Bed Based Capacity",NA,93.48,2023-02-01
2023-02-15,"Emergency","Room Based Capacity",100.88,NA,2023-02-01
2023-02-15,"Transitional","Bed Based Capacity",NA,98.92,2023-02-01
2023-02-15,"Emergency","Bed Based Capacity",NA,96.08,2023-02-01
2023-02-15,"Transitional","Bed Based Capacity",NA,100,2023-02-01
2023-02-15,"Emergency","Room Based Capacity",87.5,NA,2023-02-01
2023-02-15,"Emergency","Room Based Capacity",91.78,NA,2023-02-01
2023-02-15,"Emergency","Room Based Capacity",70,NA,2023-02-01
2023-02-15,"Transitional","Bed Based Capacity",NA,96,2023-02-01
2023-02-15,"Transitional","Bed Based Capacity",NA,80,2023-02-01
2023-02-15,"Transitional","Bed Based Capacity",NA,90.91,2023-02-01
2023-02-15,"Emergency","Bed Based Capacity",NA,96.15,2023-02-01
2023-02-15,"Emergency","Bed Based Capacity",NA,83.33,2023-02-01
2023-02-15,"Transitional","Bed Based Capacity",NA,84,2023-02-01
2023-02-15,"Emergency","Bed Based Capacity",NA,95.35,2023-02-01
2023-02-15,"Emergency","Bed Based Capacity",NA,92.79,2023-02-01
2023-02-15,"Emergency","Bed Based Capacity",NA,98.18,2023-02-01
2023-02-15,"Transitional","Room Based Capacity",100,NA,2023-02-01
2023-02-15,"Emergency","Room Based Capacity",99.69,NA,2023-02-01
2023-02-15,"Transitional","Bed Based Capacity",NA,94.12,2023-02-01
2023-02-15,"Emergency","Bed Based Capacity",NA,36.36,2023-02-01
2023-02-15,"Emergency","Room Based Capacity",85.71,NA,2023-02-01
2023-02-15,"Transitional","Bed Based Capacity",NA,92.86,2023-02-01
2023-02-16,"Emergency","Room Based Capacity",100,NA,2023-02-01
2023-02-16,"Emergency","Bed Based Capacity",NA,100,2023-02-01
2023-02-16,"Emergency","Room Based Capacity",98.61,NA,2023-02-01
2023-02-16,"Emergency","Room Based Capacity",98.46,NA,2023-02-01
2023-02-16,"Emergency","Room Based Capacity",83.33,NA,2023-02-01
2023-02-16,"Emergency","Room Based Capacity",98.8,NA,2023-02-01
2023-02-16,"Transitional","Bed Based Capacity",NA,88.89,2023-02-01
2023-02-16,"Emergency","Room Based Capacity",94.74,NA,2023-02-01
2023-02-16,"Transitional","Bed Based Capacity",NA,74.51,2023-02-01
2023-02-16,"Emergency","Room Based Capacity",94.2,NA,2023-02-01
2023-02-16,"Transitional","Bed Based Capacity",NA,93.48,2023-02-01
2023-02-16,"Emergency","Room Based Capacity",100.89,NA,2023-02-01
2023-02-16,"Transitional","Bed Based Capacity",NA,98.92,2023-02-01
2023-02-16,"Emergency","Bed Based Capacity",NA,58.82,2023-02-01
2023-02-16,"Emergency","Bed Based Capacity",NA,98,2023-02-01
2023-02-16,"Transitional","Bed Based Capacity",NA,100,2023-02-01
2023-02-16,"Emergency","Room Based Capacity",92.19,NA,2023-02-01
2023-02-16,"Emergency","Bed Based Capacity",NA,98.7,2023-02-01
2023-02-16,"Transitional","Bed Based Capacity",NA,50,2023-02-01
2023-02-16,"Emergency","Room Based Capacity",91.78,NA,2023-02-01
2023-02-16,"Emergency","Room Based Capacity",91.67,NA,2023-02-01
2023-02-16,"Emergency","Bed Based Capacity",NA,14,2023-02-01
2023-02-16,"Transitional","Bed Based Capacity",NA,98,2023-02-01
2023-02-16,"Transitional","Bed Based Capacity",NA,80,2023-02-01
2023-02-16,"Transitional","Bed Based Capacity",NA,90.91,2023-02-01
2023-02-16,"Transitional","Bed Based Capacity",NA,97.3,2023-02-01
2023-02-16,"Transitional","Bed Based Capacity",NA,96,2023-02-01
2023-02-16,"Emergency","Bed Based Capacity",NA,96.15,2023-02-01
2023-02-16,"Emergency","Bed Based Capacity",NA,98.48,2023-02-01
2023-02-16,"Emergency","Bed Based Capacity",NA,86.67,2023-02-01
2023-02-16,"Emergency","Bed Based Capacity",NA,83.33,2023-02-01
2023-02-16,"Transitional","Bed Based Capacity",NA,92,2023-02-01
2023-02-16,"Emergency","Bed Based Capacity",NA,97.78,2023-02-01
2023-02-16,"Emergency","Bed Based Capacity",NA,93.69,2023-02-01
